,y_E1_vm_2,y_E1_vm_3,y_E1_vm_4,y_E1_vm_5,y_E1_vm_6,y_E1_vm_7,y_E1_vm_8,y_E1_vm_9,y_E1_vm_10,y_E1_vm_11,y_E1_vm_12,y_E1_vm_13,y_E1_vm_14,y_E1_vm_15,y_E1_vm_16,y_E1_vm_17,y_E1_vm_18,y_E1_vm_19,y_E1_vm_20,y_E1_vm_21
0,6.646798395063041,6.959906151739452,6.730032469533885,6.8198806448996665,6.707791396255551,6.887902469694259,6.841693486154675,6.779960280932743,6.736557336520299,6.851044853988897,6.61620930179339,6.558167369947582,6.839121065598078,6.7675183536316945,6.751847233227786,6.774872858408499,6.906887383467811,6.843552166164188,6.827507349688749,11.60558911514699
1,6.624147176858542,6.67162769678427,6.724852796543627,6.781736757756025,6.691822594510624,6.748791711618824,6.691362864717771,6.754674414883517,6.677665710812864,6.843700415022009,6.616234413865161,6.558166000133118,6.778895618305928,6.698952609625027,6.733482262517859,6.774873528271663,6.84432875461019,6.843578776564764,6.827451357575472,6.738544014935965
2,6.598411167443949,6.379296385246693,6.68203805362656,6.652067836473218,6.660665700163612,6.4962684847319645,6.468860100433738,6.606327823943036,6.603147375381606,6.683378147621545,6.613251530867248,6.558210544518483,6.59923948631342,6.57459208789062,6.616597747818544,6.669947417390257,6.676178931718811,6.679852031987197,6.774800543232332,6.447476996275794
3,6.6282128842100665,6.273302554579385,6.625498709618283,6.433555739244816,6.5430431012239385,6.315450353378248,6.385703853542048,6.496421203464866,6.528959460067931,6.508216973357163,6.5701284118624015,6.531882442283116,6.501401481053219,6.505500644834786,6.494658145162254,6.498383658922731,6.511818961838889,6.505950573371748,6.599799302816514,6.408939035647234
4,6.508830505281511,6.204782804178929,6.551839752339299,6.423732930643,6.45377587686322,6.280383288192344,6.303541839279136,6.501186776468071,6.384641742092827,6.4702515306854975,6.543225636857334,6.452815961812525,6.534897427877224,6.454389618178826,6.3462667560427795,6.415387804529941,6.410773302561531,6.388252889432953,6.346154280442188,6.4198421734211095
5,6.338432185023886,6.1973415642138505,6.363858223273119,6.319174195605575,6.392977368369075,6.244173434962994,6.255441422847152,6.503744160381269,6.3893104279231485,6.4405230466565175,6.556450759387899,6.3540108228353,6.435640111700486,6.32027607383706,6.233823507205722,6.307406279661891,6.31570445195323,6.300360733347579,6.248084449465113,6.254860680418635
6,6.296648523665565,6.178251125337955,6.199178809286188,6.256063907395981,6.241951673198366,6.2336499116023445,6.280825770747664,6.29259821773525,6.282492735567655,6.400177977413762,6.529930369772649,6.20319617528275,6.182045848599322,6.196819421296058,6.145955416056528,6.189356429955107,6.1659513916219835,6.179593207377961,6.098163598668179,6.171893016890837
7,6.269608787384051,6.08194162254311,6.1066440069653884,6.112173409488361,6.113693571504461,6.155166451770013,6.223874460841068,6.07039531079083,6.171817260656176,6.222646478328249,6.390155633326376,6.163098582238997,6.02332079597228,6.158344973198252,6.113102309644353,6.176867281333904,6.103289605982011,6.1700675141462575,6.0159356723124215,6.045074143673218
8,6.127824855124869,5.9866300333543405,6.0199059832424275,5.983576010693091,6.054564801458211,6.137020302511468,6.148966218979653,6.026680118530217,6.046961243366948,5.9575349106772455,6.0531156203651255,6.109732245926917,5.989362546619676,6.218904955460266,6.109300918018485,6.141201302259392,6.048709575519189,6.078172269017605,6.028437690885211,6.04292295323852
9,6.04336727369879,5.938826545055907,5.996293542474355,5.945867718328919,6.007994951161894,6.044582893029212,5.9749365806960135,6.033322151036445,5.98186727826495,5.8912481721817604,5.933351961750107,5.996132042591678,5.954778192055409,6.207620416096775,6.117086802127205,6.044253028619528,6.008302909455569,6.048002742732841,6.0275469178010175,6.015644519180807
10,6.003871184959883,5.8665378232836245,5.942513849171927,5.890788702764783,5.957105714717051,6.004054890144038,5.890991567157503,5.964077848949847,5.930667547542155,5.855100821407829,5.8960331949738025,5.914537500689829,5.894323377781785,6.106527144440597,5.999230143025591,5.9658873773332814,5.983673205226224,6.037961926962302,5.978560539367971,5.980199291135009
11,6.003859690488943,5.830739943151015,5.820785572816231,5.837284780519048,5.8834847083415145,5.936711459210694,5.833703837229476,5.839255260487808,5.838263806421894,5.822532787380987,5.850079855960663,5.820018025587272,5.813559421676584,5.872805539298418,5.90181224243279,5.929775719520105,5.922390918725028,5.941077162546055,5.901113778712363,5.940093388137224
12,5.888762680872495,5.795107314358282,5.753656595453715,5.782013537786206,5.800625538625401,5.800809215067015,5.776363307524229,5.751954965484133,5.755118227204895,5.793516460185471,5.804085295819389,5.7521447620330965,5.751651813475208,5.751235546697119,5.813906696030176,5.877197726442683,5.818504764314356,5.808199898026612,5.825952335182614,5.85796517578031
13,5.751543428085004,5.760799301640736,5.753991482957764,5.75239078630765,5.758050982305614,5.751821231459405,5.751867612185163,5.751351121279456,5.75301464904178,5.767621068223944,5.758230920941595,5.751389692326033,5.751943153643586,5.75143153065747,5.751800958801661,5.809922581644655,5.751995425453172,5.7519429271571925,5.7707360318589345,5.768465324907962
14,5.751566133364603,5.751754652166207,5.754016290406036,5.751624603234985,5.751803405505041,5.751764410776603,5.751488357173222,5.75138417322578,5.752234314034725,5.758211485154993,5.757646813065049,5.751712161012362,5.751544134579217,5.751622213298696,5.751750461734935,5.751845923498187,5.752047333950589,5.751887243356791,5.769843188102721,5.751727786459923
15,5.751556568556824,5.751509314523714,5.751987057388765,5.7516495110855566,5.751753799781536,5.752024439204455,5.751509684781895,5.751225730874548,5.751438059115207,5.75405393691069,5.754983889515271,5.751764597098876,5.751227776390519,5.7515505953347645,5.751437741500188,5.751956142097548,5.752262408685983,5.751554887295214,5.761424679942823,5.751439741264736
16,5.751124436621801,5.750921418120635,5.750616938195459,5.751490862543475,5.751555029223533,5.752121685512265,5.75124580881026,5.751210457991438,5.750572462902297,5.751491038336448,5.7526715672207525,5.750861741882851,5.751057917348192,5.7510893724306325,5.751232640735402,5.751934069290109,5.751711695439339,5.751113043480798,5.752635221827022,5.751261627730516
17,5.750608323270664,5.750514416302622,5.75013975941922,5.751138817187493,5.751292068558282,5.751015019376041,5.750807828226178,5.751060539942005,5.750327468998341,5.7509689399161505,5.751240258990451,5.750139495454809,5.751126202573377,5.750872736306207,5.750723332818546,5.751543654336306,5.751263175279421,5.750926656368889,5.751318370499023,5.750968330885204
18,5.75003029980756,5.750105451496574,5.749833845203779,5.750641519347863,5.750394957029317,5.749801060987508,5.750115927823006,5.750258691673079,5.749758837194869,5.7504985756095905,5.750206403587047,5.749374340256805,5.750922897828285,5.750577230753902,5.74996503951438,5.750824194251963,5.750865922659178,5.750523144504292,5.751161149403562,5.75064810412362
19,5.749764566913856,5.7496028019768755,5.749250020027891,5.749667523672671,5.749961162691982,5.748915160599787,5.7493979726672,5.7497984314791895,5.7494915380461045,5.749847961642041,5.749794249531138,5.749084644931179,5.750205200059833,5.750238252671715,5.749458450740445,5.750163267083602,5.749969926531764,5.750287735623449,5.750602353909789,5.750100012832044
20,5.749119086166288,5.748954091112319,5.748809804749847,5.748766532509732,5.7489115297309406,5.7485673294210775,5.748916801711952,5.7488559476240475,5.749292853855342,5.749528157912229,,5.748657291626108,5.749438152219149,5.749964052361134,5.748985730772913,,5.749257321131571,5.750148700738257,5.749596989851302,5.749798924903167
21,5.748714275077155,5.748393025418997,5.748437055525678,5.7482728129408915,5.748442657417554,5.748495241711288,5.748553416807887,5.748358492343371,5.749033636433005,5.748989679018093,,5.748412984854788,5.7488768920967654,5.748850459811369,5.748557456634882,,5.748706498790372,5.749819438713458,5.748997792585002,5.749133026157317
22,5.748322417942974,5.748115694341534,5.748321455251826,5.748216371640409,5.748083773793722,5.748299662428656,5.748208176637763,5.748237036297404,5.748704549915989,5.748541979873236,,5.748413595847582,5.748512103259366,5.74808483489133,5.748259670201283,,5.748408489832314,5.7492983924563354,5.748694021002506,5.748843667687141
23,5.748040897204095,5.747977364123445,5.748139360429308,5.748130641722151,5.748032681476617,5.74832042226123,5.748130985888985,5.7481254796298344,5.748383011079404,5.7481654068609584,,5.748193460231408,5.748215085806757,5.747800597837282,5.7481748324537065,,5.748237900341368,5.748641864522711,5.748500640688823,5.7485446475713
24,5.7479437554948065,5.747877911505999,5.748255771450829,5.748006491451242,5.747801108698635,5.748175339906342,5.74809857537302,5.747867275276596,5.7481560398861395,5.748185435315632,,5.747777675333022,5.748088077623739,5.747393673897059,5.748108161719891,,5.748159779398737,5.748122374557483,5.7483715513326645,5.748410025224893
25,5.747771728045583,5.747485721523366,5.748070191633293,5.7477892346226485,5.747428895324139,5.74806745859228,5.748049531393008,5.747442652238452,5.747926943698998,5.748055689556729,,5.747620037695195,5.747612233113931,5.747373424604485,5.747882516089772,,5.748184196942068,5.748157434312502,5.7481552339253605,5.748312967679383
26,,,5.7480342844123395,,,5.747780693999861,,,5.747623519996707,5.747923374755936,,,5.747521051838032,,,,5.748023228314385,5.74819546985035,5.747835098252764,5.74800779300971
