,y_L_E2_vm_2,y_L_E2_vm_3,y_L_E2_vm_4,y_L_E2_vm_5,y_L_E2_vm_6,y_L_E2_vm_7,y_L_E2_vm_8,y_L_E2_vm_9,y_L_E2_vm_10,y_L_E2_vm_11,y_L_E2_vm_12,y_L_E2_vm_13,y_L_E2_vm_14,y_L_E2_vm_15,y_L_E2_vm_16
0,19.064003201358535,6.8719979443878145,15.495264741786375,6.715351926627375,6.923189624553067,20.319606660334642,6.880895115356351,6.819367481539163,19.693608790233647,6.714315597144225,19.249484306231793,6.8748496594073805,6.847430077883997,6.775537582343641,17.17182993055214
1,6.802002117938468,22.879357036270243,6.857140436756274,6.75244200181095,6.904020387695276,14.725672807957043,6.830260793031358,16.77682726160872,6.84905277922824,17.900814806514635,6.868956279375884,17.899584233035274,6.85091021820758,15.286563356446596,6.883605525684566
2,6.683766730597981,6.720435715310223,19.598858829268437,14.35776365888568,20.100685588268693,16.36865852976238,6.737025941425992,6.807873434271466,6.666799447282162,12.858534443797538,16.093684008976155,6.759811651622301,6.882947647115902,14.73118893828143,21.33196263621927
3,6.7307022322015,6.710856040655984,6.688717150748135,18.148941484067553,6.741904164607672,6.761994011599251,6.6932751845749525,21.02137784834162,6.620268813954444,6.682428939123696,6.752829934330144,6.727659463250171,6.707389851608709,6.736767975336901,6.699482482975457
4,13.15958002791679,6.686142702842965,6.691546494058674,17.299150937422297,6.635362097399769,6.658276929915001,6.649386126358515,6.709924441311692,6.612860519116976,6.6911529176119995,6.695881224900087,6.7047873830183295,6.673578587975087,15.83059417412285,6.629013628010869
5,6.698184607320133,6.690821651019483,6.691361055247143,6.708225348889911,6.63053817000548,6.6396370659724715,6.5781311766713335,6.712366252958855,6.568201097450108,6.63372521159623,6.648869447337365,6.6099561645247755,6.5774463132353524,6.622878067892694,6.570688690579244
6,6.642450013917138,6.595426137922377,6.6422773652301,6.562810686997554,6.518463334897467,17.48217511027774,6.496013332300446,14.954603752432732,6.485925468655799,6.586586331184258,6.469344884358948,15.255954497731672,15.556334698989073,17.56595459644986,6.554496349240494
7,6.530972096759986,6.423679102811179,6.589156437333412,6.455886552999594,6.421688846331325,6.51471840566312,6.49893002716371,10.63630127754401,6.455350325918387,6.507995354705859,6.43199485546463,6.457499415941839,6.530710386300418,6.443390418499556,6.49171632547636
8,6.461469385637058,6.360224775885699,6.477648396099564,6.386671325385569,6.383871503219064,6.454719878206016,6.481376105645636,6.696252920746232,6.4973781482695525,6.4458954670679685,6.361007640043878,6.414119267276656,6.469549445945829,6.424500769569616,6.472012068227843
9,6.365248564685837,6.364422595115977,6.479930578662756,6.34979317483798,6.334456330399782,6.402472028019817,6.430453384836415,6.418528798674934,6.406920723651518,6.347545635102663,6.34917197367494,6.373088946510572,6.44857611612204,6.382672360566509,6.3552972764047695
10,6.330992665368275,6.386237930643804,6.435160122022974,6.353414244554274,6.323656050842114,6.396523634311401,6.382023536314362,6.397655902406506,6.441021559472898,6.335715088709572,6.381477176830593,6.426459740948108,6.396505447009118,6.348787056529338,6.370526572686891
11,6.3140604985119335,6.381915648015942,6.349713773618047,6.394130021206435,6.336600964304499,6.325486903451723,6.333355161737275,6.4105044815189505,6.379088567148597,6.381532554210245,6.3480734507537955,6.3386734801144184,6.329090302959287,6.328512056534352,6.36606140271998
12,6.301800352448043,6.326277307443585,6.323924787577281,6.374660165975834,6.361865323500455,6.34975637126727,6.36616423232342,6.328026180667685,6.389652206576661,6.367509560897302,6.372682568622706,6.320777463016851,6.359961828926643,6.313681898145504,6.449016407308258
13,6.342116877307791,6.317558861117149,6.356962494451041,6.332206893621356,6.338392033699848,6.3407523556931915,6.3689150997058555,6.312097337910465,6.321077538540509,6.288307621048719,6.340864641514983,6.314377079291178,6.3489622634390575,6.303440262684938,6.378129455816226
14,6.305960430504046,6.347065758223228,6.314143651920003,6.327886078948439,6.3253120294241825,6.312249233195758,6.309569950834493,6.306003498390719,6.312478845778337,6.363557954306836,6.337429956201237,6.30247863779201,6.318611226677752,6.296218158341574,6.340052826189585
15,6.352675216027847,6.303995729615438,6.333053867757768,6.327106784636742,6.3129751747508065,6.337053102617857,6.336676614448954,6.310141798168577,6.306579160592852,6.321852159033188,6.354437167111313,6.309342010214898,6.364166561462808,6.301694649958006,6.327855566831406
16,6.314492448140488,6.348753546849712,6.327029786859708,6.317287406325258,6.324544214669205,6.312913462769234,6.31633516090589,6.355400292289335,6.336431434386459,6.319142144551064,6.326001199190749,6.343013580797617,6.325311704357631,6.312284799392408,6.372085824784338
17,6.311754499678325,6.332381616527259,6.308891907655578,6.318578960842461,6.367821105367114,6.3526093189520845,6.3160903038996965,6.360926262412759,6.307456678945664,6.345532242489753,6.350595277317295,6.363900778298485,6.368263866703333,6.314702323986064,6.346037530879037
18,6.321113003100738,6.3215894013968414,6.3133408768188986,6.3685940047696965,6.321322544599119,6.321862046781281,6.31465898872183,6.307249064657565,6.344178582263586,6.339767944234413,6.315125593779732,6.312472812714986,6.290925054065326,6.312510058053767,6.320509539218558
19,6.313466136799417,6.313040274385329,6.3798637946415155,6.316708534602763,6.323485033615726,6.347750440240938,6.355628694466396,6.367890891881983,6.307304914579525,6.3221893646172695,6.3164918786423305,6.31219258201138,6.310557095690874,6.295666064918932,6.320276836402997
20,6.307890169697985,6.301610160008792,6.317594269926035,6.313076238344957,6.343760976829246,6.357154780195224,6.3096848867390385,6.315515653934147,6.316460658562775,6.35972259326021,6.3184439085446815,6.314970514662605,6.296476158637088,6.29403331808121,6.358647389218295
21,6.340435659395893,6.297623930102504,6.319576260694376,6.3052738682364,6.3262883446307585,6.311807410203486,6.3784256655406235,6.333825204097417,6.318168553311839,6.323082401111304,6.342245467577808,6.3110439853322475,6.352660338270057,6.359850741852475,6.361095933154115
22,6.312672801053136,6.305312702750686,6.317263148086276,6.316523818908605,6.321256840948242,6.354152055874665,6.3185792284311795,,6.307035004953968,6.287052369290702,6.339770084498381,6.3105304131382525,6.336513397360392,6.319422541687833,6.320614222569514
23,6.3615504403342165,6.31088888143155,6.315453821762194,6.317477860129751,6.357428339820597,6.319975401607748,6.320652732321589,,6.322894553644127,6.3615270966565145,6.344140687774594,6.313780466251724,6.326255573872912,6.323996917535193,6.373595842657719
24,6.317792213865619,6.316462551647391,6.314716425883015,6.319691902062041,6.320274074317506,6.321447652996049,6.314603098606558,,6.353090852726207,6.366172856972305,6.31695674743681,6.340612810012654,6.389578422677581,6.312484707597701,6.320423304030099
25,6.361398561366804,6.317933217277647,6.347619515700121,6.347954643871277,6.321201994694872,6.3148332488506655,6.339366111646319,,6.364795563242288,6.347624398693987,6.317858603907888,6.382295335906368,6.405311467044272,6.294545790145129,6.320839348511923
26,6.321738299767891,6.317914211373205,6.3032709732618395,6.3183494907946285,6.322866759762924,6.324248099959022,6.310906840337865,,6.342414147723232,6.322056611408108,6.318547351444225,6.317111620657069,6.324791857562405,6.298605503548819,6.319780517468242
27,6.348154287441269,6.359438758137403,6.3539835225091075,6.392558115378895,6.325428245423267,6.309445572750037,6.33770156793084,,6.358731329440424,6.320508928886524,6.365356423766546,6.313041728668275,6.354460820035164,6.348648406166892,6.319277900919792
28,6.306986516304963,6.311202776948333,6.325427044408086,6.318834574218212,6.326852692002394,6.355359512183669,6.386749251740977,,6.315018287722772,6.3210260681645645,6.323583834922987,6.308687114960884,6.315428887887474,6.325715568860944,6.319127944917814
29,6.365684554828269,6.309502074730128,6.322917947712905,6.350940188678098,6.3227250153378165,6.34598501245395,6.367168201768264,,6.3951957243489375,6.3698298285709685,6.348262966263697,6.341521196582821,6.384166798169477,6.313182072288238,6.362666808353003
30,6.352163500312913,6.311736196675918,6.303595819006335,6.3183903060225814,6.32140001680411,6.315550169757043,6.313510194991311,,6.338079304971874,6.320300293110741,6.3143632649067625,6.314269613395693,6.362232688939547,6.321795158735623,6.3019938561234765
31,6.315696718555958,6.321461638664626,6.316979393315837,6.33607602064629,6.357153018080061,6.318702686049906,6.315248360177864,,6.313783890591091,6.3208029489726245,6.317940477229739,6.313517215268516,6.319713502116587,6.362593197074529,6.350133879748747
32,6.313113970193202,6.33387458549631,6.315514557146479,6.315559010749671,6.364458165935603,6.31821924446733,6.298623543705391,,6.316960100733832,6.32145616164445,6.334380172847154,6.3133695416840885,6.314023920535011,6.3154905727481525,6.320814690859626
33,6.308316436820123,6.3274463105117125,6.370150223562033,6.314675393034703,6.369706409398967,6.31450324508419,6.307480222837344,,6.313433106592032,6.321239429581286,6.348108010129511,6.312888878311885,6.349611211079367,6.292714373746077,6.321399228312693
34,6.310047581988975,6.316238699969863,6.321961083972711,6.3188164914893905,6.301543082664313,6.311655603222126,6.353848847183339,,6.30816885523114,6.320981970277685,6.371102202973885,6.317453463720015,6.316499976081192,6.289897473992286,6.357890114122132
35,6.345865341760032,6.360709210741216,6.365254819305273,6.322365075170444,6.321061009118806,6.319512083334269,6.320180323280794,,6.308029351230527,6.3822276832891855,6.366765710391418,6.314816884620189,6.321429339678829,6.297149920298276,6.345282252756541
36,6.387154516623795,6.316740144945841,6.365642291442855,6.342641933619962,6.3200524809587435,6.384592629151739,6.319355303738335,,6.329122138557891,6.371646158244958,6.485932149195702,6.309532643249303,6.321738573470074,6.315372103544679,6.349549060297373
37,6.317690704086234,6.316266212644114,6.355613686952971,6.319236155496284,6.317846717983344,6.346468891687439,6.316330153408564,,6.321139158743794,6.332901205179527,6.348583544659779,6.306109324362605,6.330088282069922,6.314163484941915,6.371200698082217
38,6.32340100554613,6.309427330080795,6.337243035115464,6.371672866372089,6.312452149270849,6.3310019601910525,6.31686737167346,,6.302283107923216,6.321024389877723,6.321747818021578,6.307562402051037,6.37126784160778,6.3178044043599995,6.321214567842355
39,6.307720806255329,6.304845926597009,6.3719874543371775,6.313631424466625,6.366794589857657,6.3075745836966775,6.365853870616469,,6.338898116330851,6.320988998460601,6.320821603928001,6.313129036777216,6.353484952984735,6.310725745388782,6.321034863892858
40,6.378892843774096,6.305148929714924,6.345795205951505,6.368622549597596,6.376216891157713,6.302039352052229,6.319059197869994,,6.321816205633715,6.310753615177843,6.34509575914013,6.32019212008893,6.353382114530157,6.299216419318981,6.335695273286799
41,6.342599169226755,6.306593169643898,6.384533499551857,6.348718970102298,6.321056821401611,6.347976823348271,6.318298367993623,,6.349629786576035,6.32099865344738,6.315695659123779,6.363317555257052,6.318000662940529,6.290442725208513,6.357261800476253
42,6.350647985744134,6.344102421698025,6.321009431935826,6.322171674901171,6.320811087772154,6.319054427873665,6.3647185660062195,,6.32128278942714,6.320318483182496,6.330733522971237,6.344794421965801,6.325666525328686,6.3311208598457975,6.386784744561553
43,6.321603761687725,6.31658977746449,6.345805140760293,6.322571934106258,6.386123284178323,6.3223600981576284,6.329712097429547,,6.3204394341246495,6.321067789776324,6.31546344176731,6.311837520565362,6.348253934707258,6.334496713785244,6.349897080787146
44,6.322176451384924,6.320700537721639,6.317614299726027,6.316766738008535,6.3657637155378435,6.319275319312544,6.316547501278643,,6.319093864039622,6.320529642765579,6.317184167435604,6.3032481400482485,6.354729870715641,6.379397241355369,6.307427446582086
45,6.320956313175702,6.3129966770945005,6.318665948697218,6.385656458748279,6.375105479230432,6.311637718881989,6.340279689897884,,6.348112171464834,6.320988556693712,6.376140815334348,6.344544392205881,6.312357761428928,6.369367629591283,6.333574570099817
46,6.311950887919794,6.3024958751477795,6.318998388860651,6.368619881510866,6.348296550324141,6.331180713911365,6.305227683385464,,6.318638985011748,6.321007859397085,6.356971728586635,6.319949346737557,6.312781249415484,6.318231457850926,6.372832537524188
47,6.308581299766642,6.301402848947233,6.320768123765891,6.315497418900474,6.360096374616219,6.311147030529013,6.318683470117509,,6.358562683674231,6.321043197460769,6.389745442790537,6.324029477319137,6.347174694642221,6.327303889000489,6.385382444656317
48,6.304545132237728,6.302356898038685,6.356917749570539,6.320290284339326,6.320467901398982,6.315239342255834,6.319763442144102,,6.337880699216569,6.3209701395235545,6.361170267381511,6.3688800535833785,6.300822320781427,6.349086165611955,6.362649941516094
49,6.360639442035426,6.336085413382367,6.320683787451863,6.337944414547173,6.386511081519205,6.325070221380016,6.361756474310713,,6.373100063421842,6.321230647695372,6.317245480739436,6.361343832516118,6.321276566083987,6.303470806662193,6.344330267348813
50,6.355341562309949,6.376324030418401,6.320034870364315,6.2990878663002805,6.32253695863027,6.354608788366931,6.358277453997972,,6.315863797727143,6.320358856635368,6.3175132938451,6.304093071095525,6.367537988162845,6.311683038899966,6.320750237642167
51,6.293712745709539,6.348892175835141,6.348385035456601,6.317494027744845,6.350495476824201,6.3144086512292255,6.351300332991465,,6.378337983580942,6.320941329513119,6.360549429863325,6.304122438523005,6.316479330303753,6.311233484902155,6.3208373361805625
52,6.3201495649748605,6.318430874225981,6.320570367811838,6.353085609975781,6.309452064954371,6.3459351426564155,6.429746873475707,,6.320319955652606,6.321181213258358,6.318083353512005,6.309772185159807,6.335893913505526,6.302388140106862,6.367256105997946
53,6.417276328582464,6.361544478234073,6.319964165518746,6.31869964073313,6.38046330208889,6.3337309460006175,6.3721473150481325,,6.36274566025066,6.320625827803795,6.366719800482615,6.391937896932986,6.277320350536298,6.359180001775564,6.320461359425398
54,6.32267989110626,6.307685594735813,6.3771482824830175,6.322383651859035,6.382381851740794,6.3706077531037595,6.341031308026636,,6.358361488179666,6.320781883103325,6.352544765610343,6.319199923512264,6.311827105797482,6.3152858252962165,6.32041651815939
55,6.3214181898861925,6.308209996680206,6.361047496945373,6.362580306090001,6.318570876336683,6.324634899793033,6.31582345699484,,6.31885967711394,6.3206353364655605,6.343729640924197,6.338033763671528,6.344393481429239,6.32881052295465,6.350545011665909
56,6.314828947541283,6.3079913122312306,6.319997929600924,6.316714481713244,6.33803819482547,6.361414431567127,6.353940415020778,,6.261537326746455,6.3206778477428,6.354955523812177,6.252750773634722,6.313130302820981,6.312569261808623,6.352895183409858
57,6.311402681520846,6.324347480777214,6.331559604631637,6.312773737691412,6.316890444391628,6.310008674424753,6.307463717239469,,6.315676581379364,6.34586791905491,6.310147425123085,6.283557787041222,6.330876419037269,6.321808497704058,6.315395187018356
58,6.331722166158509,6.309827966268676,6.311334719736876,6.309478575288649,6.320467927570139,6.3103290128598,6.335440085621661,,6.354549979488095,6.335809772635186,,6.3588931755447025,,6.290161575914911,
59,,6.3105831418360925,6.35319356121263,6.366358769335748,,,,,6.313245263774004,6.313574540119152,,6.3152884811006835,,6.30845237471603,
60,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,
